"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
3.3342871935374e-13,0.711019979863486,0.429,0.181,6.90230791934178e-09,"TP53I3"
1.4003051289124e-14,0.710450250158457,0.409,0.16,2.89877164736156e-10,"SNAP47"
1.03702556579152e-23,0.709972997433323,0.691,0.359,2.14674662374503e-19,"DARS"
7.25620210750959e-15,0.709874436075563,0.499,0.23,1.50210639827556e-10,"FOXA2"
1.12060534316798e-14,0.709775037699398,0.405,0.153,2.31976512089203e-10,"ZYG11B"
7.69259253396735e-18,0.708562275906329,0.396,0.126,1.59244358045658e-13,"GART"
5.97459590509172e-20,0.708418070254012,0.785,0.509,1.23680109831304e-15,"ZC3H15"
2.78204394748273e-23,0.708353150016681,0.863,0.601,5.759109175684e-19,"SDHB"
1.17691774204743e-15,0.707559514207197,0.437,0.175,2.43633741781238e-11,"RIC8A"
3.24144738134178e-22,0.706524401539552,0.458,0.141,6.71012022411561e-18,"FLOT2"
1.89755794370051e-17,0.706442125121577,0.548,0.248,3.92813469925443e-13,"HYAL1"
4.51650730347408e-17,0.705559555758693,0.476,0.19,9.34962176892169e-13,"ENTPD3-AS1"
4.64996431196872e-25,0.705237346271992,0.905,0.604,9.62589112220645e-21,"AKR1B10"
3.96485775972698e-53,0.705192932966757,0.993,0.908,8.20765204841081e-49,"NDUFA13"
2.9705189869635e-13,0.704734727775987,0.393,0.163,6.14927135491313e-09,"RAD1"
4.71659275814048e-15,0.704013176012162,0.343,0.11,9.76381866862661e-11,"DTNBP1"
1.65414931798004e-14,0.703763968606879,0.393,0.147,3.42425450315049e-10,"RTP3"
1.92629347088194e-17,0.703203426539187,0.56,0.248,3.9876201140727e-13,"SMUG1"
2.13632592744612e-30,0.702844668930099,0.86,0.604,4.42240830240621e-26,"PDLIM1"
3.93701089359236e-16,0.702034351618384,0.627,0.347,8.15000625082554e-12,"PSMD9"
1.23845976079785e-24,0.702002980158767,0.801,0.546,2.56373555082764e-20,"PHB2"
7.43474909786286e-15,0.701908005664535,0.552,0.267,1.53906741074859e-10,"PWP1"
1.81437580372426e-12,0.701247859128187,0.256,0.067,3.75593935128959e-08,"ASB13"
1.06763618635165e-09,0.701230214832793,0.337,0.147,2.21011366936654e-05,"BRAT1"
1.6886402196823e-10,0.70001709927897,0.295,0.11,3.49565411876434e-06,"SMG5"
2.60773801484066e-20,0.699549006703046,0.73,0.429,5.39827846452164e-16,"C8orf82"
1.21037951533561e-15,0.69948156331872,0.452,0.181,2.50560663469624e-11,"ACTR1A"
5.50663262263099e-29,0.698887601258935,0.93,0.745,1.13992801921084e-24,"SNRPG"
8.82527249996047e-14,0.698869966826651,0.368,0.138,1.82691966021682e-09,"DBP"
1.10958919309336e-18,0.698849563377451,0.604,0.288,2.29696058862256e-14,"RPF1"
3.38083696021043e-16,0.698767932198457,0.454,0.178,6.99867059133161e-12,"NSUN2"
1.04554342741882e-11,0.698365482519227,0.258,0.077,2.16437944909969e-07,"SLC19A1"
1.39603729589236e-11,0.697343375863345,0.281,0.092,2.88993680622677e-07,"C12orf43"
1.49557377061643e-23,0.695760317911145,0.852,0.638,3.09598726255307e-19,"NONO"
3.05138814308094e-18,0.69557034279313,0.614,0.288,6.31667859499185e-14,"MTHFD1"
9.53894915615949e-11,0.69515105618753,0.312,0.12,1.97465786481658e-06,"ABHD6"
2.07772000263852e-17,0.695113337369064,0.539,0.242,4.301088177462e-13,"SCNM1"
3.93994525375401e-16,0.694115073558038,0.415,0.147,8.15608066979618e-12,"RMND5B"
9.36311965729682e-12,0.693933780051237,0.387,0.163,1.93825940025701e-07,"WASH1"
3.24585355418685e-17,0.693652031429194,0.532,0.233,6.71924144252219e-13,"LETMD1"
1.66252664272513e-17,0.692540332664671,0.619,0.307,3.4415964031053e-13,"NELFCD"
1.69988531217639e-30,0.692409627449071,0.907,0.653,3.51893258473635e-26,"FKBP1A"
7.03769209123877e-25,0.691964853311334,0.801,0.488,1.45687263980734e-20,"NDUFV3"
4.43122838631152e-22,0.691816972817989,0.599,0.261,9.17308588250348e-18,"TSSC4"
4.2693133141457e-15,0.690928045087472,0.649,0.359,8.83790549161301e-11,"PFKL"
9.22811527587627e-17,0.690796707263853,0.729,0.436,1.91031214325915e-12,"CHCHD1"
2.89573262606963e-15,0.689952344533248,0.379,0.132,5.99445610922674e-11,"RNF113A"
2.18210662213568e-13,0.689063773885182,0.296,0.089,4.51717891848308e-09,"WDR36"
3.89808400764934e-17,0.689015155077809,0.621,0.334,8.0694237042349e-13,"PIH1D1"
2.34152870058972e-12,0.688356466330985,0.363,0.144,4.84719856309078e-08,"RNF217"
4.33545263145896e-17,0.688247240938546,0.544,0.242,8.97482049238319e-13,"RING1"
1.00418341714095e-11,0.687521107437082,0.302,0.107,2.07876009182349e-07,"RP11-386G11.10"
3.16106302226689e-17,0.68655935907445,0.603,0.294,6.54371656239469e-13,"FRG1"
4.42855471027773e-16,0.686533267936867,0.711,0.42,9.16755110574593e-12,"PPIC"
4.45731866520445e-15,0.685579749725088,0.471,0.206,9.22709536883973e-11,"LONP1"
4.42324851909854e-16,0.684228863738076,0.707,0.411,9.1565667593859e-12,"DPYS"
9.39580758576443e-12,0.683512741281305,0.336,0.126,1.94502612832909e-07,"ING2"
1.91066529084737e-12,0.683156597332936,0.372,0.147,3.95526821858314e-08,"IMPACT"
8.36890127557963e-24,0.682847700400546,0.806,0.515,1.73244625305774e-19,"NUDT5"
4.30520636122247e-17,0.682189448962665,0.524,0.215,8.91220768836664e-13,"FAM127B"
2.21798762042817e-20,0.681743123495255,0.797,0.485,4.59145617304836e-16,"ACOT13"
2.98073595975457e-16,0.680545476315942,0.526,0.236,6.17042151028793e-12,"TCEB3"
4.44477895407957e-24,0.678979235689385,0.839,0.561,9.20113691284012e-20,"PIN4"
3.31297711861236e-11,0.678938351356133,0.285,0.098,6.85819393323944e-07,"RFX5"
1.42972719871714e-17,0.678317199171139,0.438,0.153,2.95967827406436e-13,"AP3B1"
9.73880549873541e-19,0.67788463480381,0.534,0.227,2.01603012629322e-14,"SNW1"
1.50843529835845e-19,0.677782454445278,0.637,0.313,3.12261191113183e-15,"ERGIC2"
2.58028162069023e-14,0.67641420527742,0.391,0.144,5.34144098299086e-10,"ASF1A"
1.2025040654172e-13,0.675916141297139,0.358,0.126,2.48930366582015e-09,"TXLNG"
1.18491766045799e-17,0.674115889897563,0.7,0.429,2.45289804891409e-13,"AAMP"
9.82691384040725e-15,0.673585642729047,0.58,0.301,2.0342694341027e-10,"TTPA"
1.95146526995156e-12,0.673453026740204,0.304,0.098,4.03972825532673e-08,"NARFL"
5.48384238552293e-16,0.673298257882978,0.517,0.233,1.1352102122271e-11,"PRPF38A"
1.54523256003303e-17,0.673027015736278,0.716,0.426,3.19878592252437e-13,"ATP6AP1"
1.74184017513603e-11,0.672926665673748,0.324,0.123,3.60578334654909e-07,"TMEM5"
8.64099103199839e-18,0.672106172413907,0.475,0.181,1.78877155353399e-13,"P4HA2"
8.99869336375141e-28,0.671987544190625,0.899,0.626,1.86281951323018e-23,"HGD"
1.74483328101608e-19,0.671704153213371,0.64,0.31,3.61197937503138e-15,"USP16"
3.4628424412047e-20,0.670404046389374,0.543,0.221,7.16843013753784e-16,"IP6K2"
5.04757682809326e-14,0.669857041171376,0.468,0.206,1.04489887918359e-09,"NUBP1"
8.55456566469629e-12,0.66857412545174,0.336,0.129,1.77088063824878e-07,"IARS"
1.67091862236673e-26,0.66759772422662,0.846,0.604,3.45896864016138e-22,"NDUFS2"
1.27361587026067e-14,0.66623221497549,0.291,0.077,2.63651221302662e-10,"TRMT10A"
9.49239179632566e-17,0.665577879319625,0.61,0.328,1.96502002575737e-12,"SMIM12"
1.00150860414891e-18,0.665525119533333,0.705,0.42,2.07322296144866e-14,"FAM173A"
1.74329149204029e-16,0.665443109223447,0.489,0.206,3.60878771767261e-12,"CAMK1"
1.61464229938094e-12,0.665020253832502,0.423,0.187,3.34247102394849e-08,"NIP7"
9.20026919531228e-12,0.664403046197251,0.339,0.129,1.9045477261216e-07,"BCS1L"
1.40940621527248e-17,0.664323954012954,0.727,0.457,2.91761180623556e-13,"MRPS35"
1.59328403276056e-14,0.663961277483372,0.441,0.184,3.29825727621763e-10,"PGPEP1"
3.51596514357916e-12,0.663551070420362,0.307,0.104,7.27839944372321e-08,"CHST15"
5.59846939645028e-28,0.663509906447461,0.921,0.745,1.15893914975917e-23,"TMEM230"
4.99671371456805e-14,0.663497223321763,0.374,0.135,1.03436970605273e-09,"SLC35A4"
1.89791649004698e-07,0.663067557166071,0.326,0.163,0.00392887692604626,"MRPL30"
4.37894189389581e-09,0.662903516411687,0.28,0.11,9.06484761455372e-05,"NSF"
2.96460477018435e-11,0.662895450485973,0.277,0.095,6.13702833475862e-07,"ACOT4"
4.60117573312298e-13,0.662478912303742,0.383,0.15,9.52489388513789e-09,"PANK2"
