"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.23700058033513e-15,0.607883175425044,0.596,0.242,4.63081490135175e-11,"CTNNBL1"
4.86173959254784e-08,0.607193540310386,0.416,0.185,0.00100642871305333,"TBPL1"
1.09821426735437e-07,0.60691512382142,0.324,0.123,0.00227341335485027,"OMA1"
1.0025958359389e-07,0.606533888591867,0.389,0.171,0.00207547363997712,"GABPB1"
2.71097309231161e-14,0.605234855947065,0.425,0.118,5.61198539839426e-10,"FLOT2"
2.07790176558002e-15,0.605051573438335,0.625,0.275,4.3014644449272e-11,"SLC3A2"
3.36248465856206e-13,0.604659233779311,0.501,0.185,6.96067949168932e-09,"SDHAF3"
6.40439764039384e-13,0.604182875673692,0.702,0.374,1.32577435553793e-08,"PQBP1"
4.2230896849894e-10,0.604151828899067,0.415,0.161,8.74221795689655e-06,"CBX5"
6.7164086214556e-08,0.6038304961812,0.491,0.246,0.00139036374872752,"ATRX"
1.44943191545752e-08,0.603809174743851,0.288,0.09,0.000300046900818862,"CLDND2"
4.12445718486353e-12,0.603732384541749,0.707,0.412,8.538038818386e-08,"STIP1"
2.37268533043647e-06,0.603352174204089,0.304,0.128,0.0491169590253653,"ELMOD2"
1.12630345601707e-15,0.602761898295638,0.886,0.602,2.33156078430094e-11,"HGD"
4.05687074799569e-09,0.602606541703608,0.266,0.071,8.39812813542587e-05,"GTPBP8"
9.84977738595012e-11,0.602172161045495,0.47,0.19,2.03900241666553e-06,"ST3GAL6"
9.64783205567084e-51,0.60087010330351,1,0.986,1.99719771384442e-46,"RPL37A"
1.07788576119019e-11,0.60027194254171,0.767,0.479,2.23133131423982e-07,"TRAPPC2L"
7.99374385002369e-12,0.599933321483901,0.504,0.204,1.6547849143934e-07,"LLPH"
