"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.8254128297341e-219,1.98784282459693,0.921,0.433,1.61993870988326e-214,"3","ASAH1"
1.47853321263054e-218,1.53744395869037,0.729,0.174,3.06071160346649e-214,"3","CD4"
4.27478464650658e-217,3.56654899875916,0.997,0.504,8.84923169673327e-213,"3","SPP1"
4.94931233339915e-217,2.02770593568631,0.619,0.127,1.02455714613696e-212,"3","CECR1"
1.16246087637016e-216,3.07450740182364,0.337,0.03,2.40641026017387e-212,"3","CCR1"
2.73159312306397e-216,1.15787811424624,1,0.845,5.65467092405473e-212,"3","GPX1"
4.03127756008397e-215,1.61607660851152,0.998,0.785,8.34514767712982e-211,"3","HLA-DPA1"
5.90767326967707e-215,1.5656158545172,0.998,0.848,1.22294744355585e-210,"3","SH3BGRL3"
1.80870839316099e-214,1.68784593330164,0.992,0.75,3.74420724468257e-210,"3","LGALS1"
1.21391166438555e-212,3.36513653915954,0.351,0.036,2.51291853644453e-208,"3","EMILIN2"
7.95348903737498e-212,1.20488740252459,1,0.999,1.64645176562699e-207,"3","FTL"
1.83634424207071e-210,1.25151146241262,1,0.983,3.80141621551057e-206,"3","ACTB"
5.59795429837244e-210,2.78375927135672,0.466,0.072,1.15883251930608e-205,"3","IGF1"
2.75936245851278e-209,1.59881615086834,0.972,0.611,5.7121562253673e-205,"3","HLA-DMA"
4.24609667534237e-209,2.17784499302958,0.721,0.203,8.78984472762624e-205,"3","ACP5"
1.64149884428414e-204,2.96968606822167,0.58,0.138,3.3980667575526e-200,"3","CXCL3"
1.98414193412721e-203,2.69020592852149,0.683,0.214,4.10737221783673e-199,"3","NPL"
1.02338289467966e-202,1.74417749030672,0.978,0.592,2.11850493027637e-198,"3","S100A11"
2.13125640158163e-202,1.81180930008611,0.901,0.354,4.41191387691414e-198,"3","HCST"
5.90981134202295e-202,1.82401595972899,0.861,0.304,1.22339004591217e-197,"3","UCP2"
9.55833183769725e-202,1.58846792548003,0.966,0.627,1.97867027372171e-197,"3","GRN"
5.69047911040724e-201,2.25941585225636,0.72,0.233,1.1779860806454e-196,"3","CCL4L2"
1.95854138560292e-200,1.80806690553433,0.935,0.504,4.05437652233661e-196,"3","RNASET2"
1.04409015909503e-199,2.04751611944706,0.929,0.56,2.16137103834263e-195,"3","CALM3"
1.70409469921615e-199,2.06185366891392,0.836,0.378,3.52764643684735e-195,"3","MFSD1"
1.44950847751342e-198,1.65642225831102,0.734,0.196,3.00062749930054e-194,"3","C1orf162"
6.03838149628538e-198,1.9008714551145,0.776,0.237,1.25000535354604e-193,"3","ITGB2"
8.62456227440007e-198,4.87755681932213,0.269,0.02,1.78537063642356e-193,"3","HPGDS"
1.85999083999586e-197,1.69184830249795,0.757,0.202,3.85036703787543e-193,"3","RGS10"
2.85180095839745e-197,1.29293739842718,0.813,0.226,5.90351316397856e-193,"3","HLA-DQA2"
1.12776522822721e-196,2.61809800255514,0.492,0.089,2.33458679895316e-192,"3","TNFAIP2"
1.36376830138566e-196,1.80884680378802,0.74,0.218,2.82313676069845e-192,"3","CD83"
1.40290930125517e-196,2.6470095087165,0.692,0.238,2.90416254452832e-192,"3","BLVRA"
5.10729706702415e-196,1.95753990561378,0.576,0.118,1.05726156584467e-191,"3","THEMIS2"
1.19728383804776e-194,2.82671792976586,0.344,0.037,2.47849727314266e-190,"3","LRRC25"
1.30003184478577e-194,1.48989655063897,0.972,0.628,2.69119592189103e-190,"3","HLA-DQB1"
1.58930030957514e-193,1.25067392458487,0.853,0.271,3.29001057085149e-189,"3","LST1"
2.58679794910213e-193,1.06912101089021,1,0.83,5.35493043443631e-189,"3","CST3"
7.27066505415851e-192,3.03775527561621,0.307,0.028,1.50510037286135e-187,"3","EPB41L3"
2.87567393477243e-190,1.60351293882364,0.782,0.228,5.9529326123724e-186,"3","ARL4C"
3.14408161746252e-190,2.18941075626686,0.596,0.143,6.50856335630915e-186,"3","VCAM1"
5.53092071431088e-190,2.77192985411979,0.749,0.291,1.1449558970695e-185,"3","IER3"
1.98618185938395e-189,2.4525776506055,0.67,0.205,4.11159506711071e-185,"3","CCL3L3"
4.28208726676341e-188,1.55096568807837,0.61,0.13,8.86434885092694e-184,"3","KCTD12"
4.74068368351237e-187,3.00419402428701,0.433,0.072,9.81368929323895e-183,"3","IL18BP"
7.2160335451058e-186,2.3890653262765,0.478,0.086,1.49379110417235e-181,"3","FERMT3"
2.39131296540483e-184,1.50082430285,0.969,0.517,4.95025696968453e-180,"3","LAPTM5"
5.35310335771928e-183,2.98945172030428,0.602,0.175,1.10814592608147e-178,"3","RCAN1"
6.3802400146739e-179,1.71622817778149,0.652,0.171,1.32077348543764e-174,"3","TIMP2"
3.70987467667622e-178,2.64234261050505,0.433,0.074,7.67981156818744e-174,"3","VSIG4"
7.7512732442259e-178,2.66185980158812,0.328,0.037,1.6045910742872e-173,"3","MARCH1"
2.00843782037327e-177,2.49515420251868,0.362,0.048,4.15766713195471e-173,"3","LILRB5"
1.3703493177703e-176,1.4886558494006,0.96,0.631,2.83676012271631e-172,"3","FCGRT"
1.54027399047432e-176,1.90877318004921,0.653,0.183,3.18852118768088e-172,"3","ATP6V1B2"
3.22015764916943e-176,3.0062342367835,0.421,0.073,6.66604834954564e-172,"3","SLC15A3"
4.9554881029579e-176,1.18820247437274,1,0.988,1.02583559219331e-171,"3","TMSB4X"
1.2209004636103e-175,3.37554229213451,0.26,0.021,2.52738604971967e-171,"3","CMKLR1"
5.66644401150261e-175,2.00332534113271,0.511,0.1,1.17301057482115e-170,"3","LY86"
6.42805791627333e-175,5.93997334875791,0.317,0.04,1.33067226924774e-170,"3","CCL13"
6.97997484122071e-175,1.22507493456561,0.992,0.818,1.4449245918811e-170,"3","SDCBP"
2.26240569536728e-174,4.0178638213899,0.441,0.087,4.6834060299798e-170,"3","MMP9"
2.7729970592822e-174,0.755420796279147,1,0.966,5.74038121242008e-170,"3","SERF2"
3.77456667441479e-172,3.10974717546159,0.423,0.077,7.81373047270606e-168,"3","ADAP2"
6.78030385989643e-171,1.8285990485051,0.793,0.355,1.40359070203716e-166,"3","CD163"
3.08247699152123e-170,1.85353390498369,0.981,0.777,6.38103562014811e-166,"3","SEPP1"
8.48630179243529e-169,3.59987764855575,0.262,0.023,1.75674933405203e-164,"3","FCGR1A"
7.28093294375536e-168,2.02887353076774,0.475,0.092,1.5072259286868e-163,"3","CD72"
1.60869056706872e-165,1.44659240948522,0.941,0.624,3.33015034288895e-161,"3","ARPC5"
3.55362105074853e-165,2.80834726221818,0.345,0.047,7.35635093715454e-161,"3","HCK"
9.93936822150122e-164,1.94803651740181,0.44,0.077,2.05754861553297e-159,"3","IL18"
1.06292122223449e-158,2.70715504773661,0.42,0.08,2.20035322214761e-154,"3","TTYH3"
2.74537544346011e-157,2.09752332197533,0.42,0.075,5.68320170550677e-153,"3","SLC7A7"
2.4624595637895e-155,0.84075909527264,1,0.999,5.09753754300065e-151,"3","FTH1"
1.31578750046308e-154,3.28453085261299,0.444,0.1,2.72381170470862e-150,"3","IL1RN"
1.41483015454503e-154,2.83025346657182,0.415,0.082,2.92883990292368e-150,"3","NCF4"
2.7564823888478e-153,3.0556588956453,0.344,0.052,5.70619419315384e-149,"3","IL4I1"
5.26123303963936e-153,1.22608825190677,0.983,0.727,1.08912785153574e-148,"3","CYBA"
3.43041435373115e-152,1.95771480519876,0.402,0.07,7.10130075365885e-148,"3","NCKAP1L"
8.345423388404e-152,1.33608535640994,0.789,0.273,1.72758609563351e-147,"3","LCP1"
2.12177783114623e-151,0.955284791093542,1,0.926,4.3922922882558e-147,"3","SAT1"
3.75324562021674e-151,2.18524712055863,0.395,0.069,7.76959375841067e-147,"3","CD300A"
6.6176713428729e-151,2.504358586604,0.398,0.073,1.36992414468812e-146,"3","RENBP"
3.25052513108279e-150,2.65099949317622,0.351,0.056,6.72891207385448e-146,"3","MMP19"
2.21346038987974e-149,1.31999716116032,0.889,0.563,4.58208435309004e-145,"3","CCL4"
7.90562394038716e-148,2.81356501467845,0.339,0.053,1.63654321189955e-143,"3","NCF2"
7.98887334225512e-147,2.52916781984633,0.58,0.203,1.65377667058023e-142,"3","S100A9"
8.08373494084884e-147,1.33808989918503,0.82,0.303,1.67341397010512e-142,"3","ANXA5"
9.71161968098103e-147,2.14157861279177,0.364,0.06,2.01040239015988e-142,"3","RGL1"
1.26103692720105e-145,1.09772621274079,0.994,0.638,2.6104725429989e-141,"3","VIM"
1.25255614198286e-144,1.11709427448465,0.978,0.744,2.59291646951873e-140,"3","ARPC3"
1.04570982680517e-143,2.9985355382909,0.263,0.03,2.16472391246939e-139,"3","SIGLEC7"
5.42157077831924e-143,2.18392536626745,0.695,0.321,1.12231936681986e-138,"3","TSPAN4"
1.24581720194833e-142,1.37301495567648,0.92,0.586,2.57896618975323e-138,"3","ATP6V1F"
1.24925826412536e-142,1.71927294108443,0.514,0.129,2.58608953256591e-138,"3","RNF144B"
3.32817260959719e-140,2.31361759377009,0.354,0.062,6.88965011912713e-136,"3","ENPP2"
1.2840253422236e-139,2.7561670785857,0.551,0.185,2.65806086093707e-135,"3","MPP1"
1.38846935520278e-139,1.74190744222084,0.732,0.316,2.87427041220527e-135,"3","PPT1"
3.98108706791891e-139,1.70160904987941,0.87,0.534,8.24124833929895e-135,"3","TYMP"
5.66864888042489e-139,2.10392575418412,0.368,0.064,1.17346700473676e-134,"3","ITGAX"
2.99207540884023e-138,1.75819921155097,0.796,0.441,6.19389530384017e-134,"3","HNMT"
6.9935534583979e-137,3.48252312237141,0.303,0.047,1.44773550142295e-132,"3","RARRES1"
2.56918112624469e-135,1.67212395028621,0.506,0.124,5.31846184943913e-131,"3","SKAP2"
8.45148216168813e-135,1.78993566541316,0.42,0.086,1.74954132229106e-130,"3","CCRL2"
1.14719650228092e-134,0.70267706729332,0.87,0.517,2.37481147937174e-130,"3","CTSL"
1.32335543548728e-133,0.82690985276143,0.927,0.594,2.73947808700221e-129,"3","LYZ"
2.56357077755559e-132,2.32799115656483,0.621,0.253,5.30684786661783e-128,"3","NAGK"
2.32809545278376e-131,1.97406968667829,0.642,0.255,4.81939039680767e-127,"3","HMOX1"
1.1365438471488e-129,2.37739455705089,0.282,0.039,2.35275941798273e-125,"3","LILRB2"
1.86030486849425e-129,2.76734730682739,0.257,0.032,3.85101710826994e-125,"3","CD33"
3.89134484496208e-127,1.44541521588724,0.61,0.191,8.05547296355599e-123,"3","C4orf48"
5.35433243366631e-127,1.527032324709,0.712,0.296,1.10840035709326e-122,"3","BNIP3L"
9.00899301941214e-127,3.15899765075459,0.288,0.045,1.86495164494851e-122,"3","RAB7B"
1.98907136434219e-126,1.02471483380222,0.867,0.413,4.11757663132478e-122,"3","RGS2"
3.78133245948131e-125,1.47083424284146,0.808,0.435,7.82773632437225e-121,"3","GNAI2"
8.90530510662448e-124,1.39587752217382,0.862,0.546,1.84348721012233e-119,"3","GADD45B"
1.76492673575927e-123,1.62032371168257,0.475,0.12,3.65357483569526e-119,"3","PLEKHO1"
4.738326327293e-123,1.16176022470339,0.881,0.402,9.80880933012924e-119,"3","GSTP1"
6.15697945892843e-123,1.76422467540014,0.354,0.066,1.27455631779277e-118,"3","FAM105A"
7.71863895283963e-123,0.849988485852717,0.998,0.928,1.59783544962733e-118,"3","OAZ1"
1.49529062174923e-122,1.36358355745706,0.707,0.278,3.09540111608308e-118,"3","PKM"
2.24859494189609e-122,1.92188795031357,0.647,0.274,4.65481638921909e-118,"3","CPM"
1.197491397238e-121,1.30789075073426,0.875,0.566,2.47892694142238e-117,"3","CAP1"
6.8076718809432e-121,1.01159222253769,0.96,0.717,1.40925615607405e-116,"3","GABARAP"
8.03061055118071e-121,1.93775060975359,0.659,0.29,1.66241669019992e-116,"3","AVPI1"
1.06634925494252e-120,2.80779342304757,0.299,0.051,2.2074495926565e-116,"3","MITF"
1.38467900214731e-120,1.6603286224679,0.726,0.362,2.86642400234515e-116,"3","SNX6"
1.01574636087497e-119,1.96733057685774,0.316,0.054,2.10269654164727e-115,"3","NRP2"
1.76658410342591e-119,1.11231760679786,0.867,0.401,3.65700575250197e-115,"3","GMFG"
1.14334123503343e-118,2.38335937347039,0.588,0.249,2.36683069064271e-114,"3","ABCA1"
1.15080182369951e-115,1.22432131151619,0.969,0.809,2.38227485524036e-111,"3","NFKBIA"
1.25034009216635e-115,2.36603886711084,0.458,0.136,2.58832902479355e-111,"3","ARHGAP18"
1.73120346200707e-115,1.01904336874976,0.983,0.738,3.58376428670084e-111,"3","TUBA1B"
6.27857655884883e-115,1.70242042814152,0.652,0.277,1.2997281334473e-110,"3","EFHD2"
3.54056409064011e-114,1.33162795141675,0.734,0.307,7.3293217240341e-110,"3","AP1S2"
9.77092023928634e-114,1.71161915800372,0.763,0.433,2.02267819873467e-109,"3","CD14"
1.00536052119343e-113,1.17741111531168,0.912,0.626,2.08119681492251e-109,"3","CAPZB"
3.55543381382423e-113,0.939976113629553,0.966,0.758,7.36010353799754e-109,"3","RHOA"
1.50209238255602e-112,0.867905905610138,0.995,0.899,3.10948144112921e-108,"3","ITM2B"
5.99976598237506e-112,1.37798558306022,0.887,0.508,1.24201155601146e-107,"3","GATM"
7.24744090558524e-111,2.12070609047959,0.354,0.076,1.5002927418652e-106,"3","PLEKHO2"
7.60925311306689e-111,1.35911939047565,0.601,0.205,1.57519148693598e-106,"3","PLAUR"
5.31444354262431e-110,2.73568707069082,0.317,0.064,1.10014295775866e-105,"3","BMP2K"
9.61340385948173e-110,1.903048339742,0.638,0.298,1.99007073295131e-105,"3","RAB20"
1.09968115467547e-108,1.63516237798564,0.467,0.137,2.27644995829369e-104,"3","NRP1"
1.10764208560998e-108,2.51318213028073,0.381,0.096,2.29292988142122e-104,"3","HLA-DOA"
2.06010255055921e-108,0.569307170819657,1,0.964,4.26461828991261e-104,"3","ATP5E"
2.47069749614647e-108,0.916422162923976,0.783,0.391,5.11459088677281e-104,"3","SGK1"
8.80263814332757e-108,0.755145248107448,0.995,0.904,1.82223412205024e-103,"3","PFN1"
3.9130045849099e-107,2.07045954781062,0.282,0.048,8.10031079122198e-103,"3","SCIMP"
6.60969750860067e-106,1.34694804039279,0.789,0.469,1.36827348125542e-101,"3","BRI3"
1.76725586747238e-105,0.745762079829288,0.997,0.917,3.65839637125457e-101,"3","CFL1"
1.90961920560197e-105,1.41309869198112,0.805,0.463,3.95310271751663e-101,"3","PYCARD"
3.90480729077994e-105,1.54566958931382,0.737,0.422,8.08334157264356e-101,"3","RNF13"
7.46221119187215e-105,1.73751591533515,0.362,0.08,1.54475233882945e-100,"3","NAAA"
1.10617385303637e-103,2.05592723378212,0.353,0.082,2.28989049317059e-99,"3","OTUD1"
8.73197754873411e-103,1.46782844042155,0.395,0.095,1.80760667236345e-98,"3","HAVCR2"
9.28409553499357e-103,1.19563244588153,0.879,0.608,1.92190061669902e-98,"3","ARPC1B"
1.10003586930925e-102,0.691551752233261,1,0.958,2.27718425305708e-98,"3","MYL6"
3.89163593143119e-102,1.7011879020167,0.291,0.053,8.0560755416557e-98,"3","FAM198B"
1.36253120773403e-101,1.1393223404598,0.676,0.269,2.82057585313023e-97,"3","FYB"
2.83300686120712e-101,2.54039225422299,0.437,0.137,5.86460750338487e-97,"3","MT1F"
5.46287383803907e-101,2.04127471372393,0.458,0.147,1.13086951321247e-96,"3","SLC31A2"
1.01402312371482e-100,1.42149861836376,0.404,0.1,2.09912926840205e-96,"3","FAM49A"
1.39528827135597e-100,1.65724696694918,0.673,0.344,2.88838625053399e-96,"3","RBPJ"
7.61743122945634e-100,2.05997641810883,0.435,0.132,1.57688443880976e-95,"3","IL1B"
7.91808933262521e-100,2.14763448482769,0.568,0.262,1.63912367274674e-95,"3","SLCO2B1"
1.87218808509284e-99,2.01176026208858,0.337,0.076,3.87561655495068e-95,"3","TBXAS1"
6.47315775533383e-99,1.53761508659828,0.42,0.111,1.34000838693166e-94,"3","BEX4"
1.14500151176936e-98,1.52250973523016,0.573,0.223,2.37026762951375e-94,"3","ARRB2"
3.04527765567491e-98,0.952596814701049,0.94,0.703,6.30402927501263e-94,"3","CLIC1"
3.89488277615975e-98,1.65891493032504,0.382,0.093,8.0627968349283e-94,"3","FAM26F"
1.70489426255623e-97,1.23899145494901,0.687,0.286,3.52930161291766e-93,"3","LSP1"
2.53787763822387e-97,1.74040391423044,0.664,0.346,5.25366049888723e-93,"3","STAT1"
6.51648766977534e-97,1.04160136592877,0.731,0.317,1.34897811252019e-92,"3","TPM4"
4.57408363722917e-95,0.910269876708993,0.486,0.141,9.4688105374281e-91,"3","BASP1"
1.04128846632504e-94,1.59189636970753,0.686,0.382,2.15557125413946e-90,"3","CTSH"
5.06141396775019e-94,1.12292374115241,0.642,0.253,1.04776330546397e-89,"3","IQGAP1"
6.04565016247369e-94,2.33022145458347,0.389,0.114,1.25151004013368e-89,"3","MGLL"
7.86634698058298e-94,1.90936321546044,0.424,0.131,1.62841248845048e-89,"3","RB1"
9.5844654342911e-94,2.72694643206216,0.398,0.126,1.9840801895526e-89,"3","SLC38A6"
2.0064351804137e-93,2.06016040326025,0.58,0.28,4.1535214669744e-89,"3","SMPDL3A"
3.33341595761601e-93,1.12531509412075,0.78,0.478,6.9005043738609e-89,"3","TPP1"
1.14429886252414e-92,1.16405151871221,0.777,0.419,2.36881307531123e-88,"3","SH3BGRL"
1.37624549240415e-92,1.41111036685818,0.675,0.364,2.84896579382583e-88,"3","RNF130"
1.60838042818323e-92,4.70489671311439,0.279,0.061,3.3295083243821e-88,"3","MT1H"
2.12723087167281e-92,0.885953373222527,0.927,0.664,4.40358062744987e-88,"3","AP2S1"
2.43186838981333e-92,1.31319643611181,0.695,0.367,5.03421075375257e-88,"3","CXCL2"
2.51059512218494e-92,1.23333637830679,0.393,0.1,5.19718296243504e-88,"3","CLEC7A"
7.54061668542326e-92,1.01343311668376,0.672,0.28,1.56098306004947e-87,"3","CXCL16"
8.6070993979066e-92,1.28176287738583,0.788,0.483,1.78175564636065e-87,"3","APLP2"
4.06296075015402e-91,1.5520063070929,0.424,0.127,8.41073504889384e-87,"3","IRF8"
1.06491464404784e-90,1.36352353773444,0.398,0.106,2.20447980464342e-86,"3","METRNL"
5.65068458723246e-90,1.44580585713999,0.276,0.053,1.16974821640299e-85,"3","CLECL1"
5.70250538537014e-90,1.32543234989644,0.734,0.446,1.18047563982547e-85,"3","SNX2"
1.90901059384227e-89,0.935184970740009,0.825,0.493,3.95184283031288e-85,"3","A2M"
3.50469231166537e-88,2.00500416459758,0.587,0.304,7.25506355437848e-84,"3","FUCA1"
3.60398494333503e-88,0.964254241620482,0.61,0.227,7.46060923119784e-84,"3","HCLS1"
1.0643131068329e-87,2.95861583683548,0.33,0.087,2.20323456245478e-83,"3","CCL18"
1.2711867060483e-87,1.59096412276921,0.646,0.353,2.63148360019059e-83,"3","SNX10"
6.24730257834204e-87,1.32385177759537,0.523,0.199,1.29325410674259e-82,"3","FNIP2"
6.64545931333841e-87,1.55547009498317,0.582,0.263,1.37567653245418e-82,"3","ZYX"
1.03339454083078e-86,1.61601086763858,0.376,0.103,2.13923003897379e-82,"3","RIN3"
3.02521647627497e-86,0.696866587068485,0.738,0.296,6.26250062753681e-82,"3","CD53"
3.47436496214595e-86,0.842863649475858,0.977,0.742,7.19228290813833e-82,"3","SOD2"
3.73477324097788e-86,1.31275104668083,0.721,0.426,7.73135408614831e-82,"3","MGAT1"
4.45709073824309e-86,0.806739860688389,0.82,0.391,9.22662353723702e-82,"3","COTL1"
6.09891882377628e-86,1.64251537275312,0.303,0.068,1.26253718570993e-81,"3","GNB4"
1.27284293161636e-85,2.30078742051648,0.455,0.179,2.63491215273902e-81,"3","UNC93B1"
2.84672883531399e-85,0.680411789269653,0.991,0.892,5.8930133619835e-81,"3","CALM2"
9.24071520014758e-84,1.14327961124612,0.582,0.228,1.91292045358255e-79,"3","DPP7"
9.57987605451996e-84,0.761121578582415,0.966,0.784,1.98313014204618e-79,"3","ARPC2"
2.803620441772e-83,1.11558373770793,0.805,0.538,5.80377467651222e-79,"3","ATP6AP2"
6.71631667568935e-83,1.0770636036487,0.762,0.457,1.39034471503445e-78,"3","ACTR2"
1.36526699305343e-82,1.67074067521617,0.46,0.168,2.82623920231991e-78,"3","LYN"
8.63607938534373e-82,2.31156383414254,0.255,0.054,1.78775479356001e-77,"3","FRMD4A"
1.89016035502246e-81,1.64951837154599,0.604,0.323,3.912820950932e-77,"3","GNS"
2.39617856314548e-81,0.961328985442299,0.862,0.611,4.96032924356747e-77,"3","VAMP5"
6.17635965561581e-80,1.15306928310858,0.74,0.458,1.27856821230903e-75,"3","NCOA4"
1.12156536971259e-79,1.69273189414146,0.345,0.095,2.32175247184203e-75,"3","OGFRL1"
1.13803740840881e-79,1.03784477195937,0.582,0.253,2.35585123914707e-75,"3","ICAM1"
1.60999729304861e-79,1.66426109273541,0.593,0.317,3.33285539633993e-75,"3","LGALS9"
1.6606435398406e-79,0.655735804913812,0.974,0.798,3.43769819182402e-75,"3","POMP"
3.35945417662878e-78,0.571230955959277,0.718,0.317,6.95440609103923e-74,"3","ZNF331"
4.70911319585905e-78,1.02785752272609,0.82,0.54,9.74833522674783e-74,"3","RNH1"
2.56530084352233e-77,1.23226539563679,0.389,0.115,5.31042927617557e-73,"3","LCP2"
9.92939417978318e-77,1.04033028060975,0.836,0.566,2.05548388915692e-72,"3","TSPO"
5.12030320346347e-76,0.86211293889703,0.909,0.665,1.05995396614897e-71,"3","RTN4"
9.00882608164136e-76,1.68205531103834,0.503,0.222,1.86491708716058e-71,"3","IFNGR2"
3.68840403235853e-75,1.69608150120071,0.393,0.131,7.63536518738539e-71,"3","GPR137B"
4.59536440689344e-75,1.64366161305586,0.254,0.054,9.5128638587101e-71,"3","MNDA"
3.73021866071691e-74,1.87931962270319,0.489,0.219,7.72192564955008e-70,"3","PTPN6"
5.53685594499071e-73,0.976791436197032,0.746,0.411,1.14618454917253e-68,"3","GYPC"
4.03242034690147e-72,0.82016749746475,0.454,0.152,8.34751336012074e-68,"3","RBMS1"
4.47183439176593e-72,0.859215617018903,0.876,0.638,9.25714437439464e-68,"3","PPDPF"
7.34913427131596e-72,0.873742900545317,0.698,0.398,1.52134428550512e-67,"3","GSN"
8.3769546323759e-72,1.57166446963519,0.601,0.349,1.73411337844814e-67,"3","LINC00998"
1.56026695865034e-71,1.19446390978793,0.353,0.102,3.22990863110208e-67,"3","CMTM3"
1.6480133284545e-70,0.779691129012686,0.983,0.726,3.41155239123366e-66,"3","ANXA2"
2.13884727061582e-70,1.17992565661807,0.331,0.093,4.42762773490181e-66,"3","NFKBID"
5.28950898999194e-70,0.456084396178487,0.661,0.285,1.09498125601823e-65,"3","NR4A2"
6.19905467450409e-70,0.760259252729706,0.847,0.559,1.28326630816909e-65,"3","TXNIP"
1.08629980099048e-69,0.776817835114002,0.946,0.74,2.24874921803039e-65,"3","ALDOA"
1.25812323373842e-69,2.57840186984761,0.33,0.108,2.6044409061619e-65,"3","SIRPA"
4.70062092155897e-69,0.577980376788292,0.998,0.89,9.73075536971922e-65,"3","YBX1"
1.2065797656987e-67,0.976120880169444,0.697,0.415,2.49774077297289e-63,"3","MOB1A"
2.38054607217411e-67,1.91113339767952,0.481,0.232,4.92796842400762e-63,"3","AP2A2"
2.44276662608819e-67,2.41327468255002,0.28,0.079,5.05677119266516e-63,"3","DMXL2"
5.74673739740645e-67,1.20623113668272,0.697,0.425,1.18963210863711e-62,"3","TGFBI"
1.21733949194124e-66,1.02847509820358,0.636,0.344,2.52001448226756e-62,"3","GNA13"
3.73741579368631e-66,2.64417199159514,0.255,0.067,7.73682443451004e-62,"3","PDGFC"
8.8015112714225e-66,1.00077675039886,0.585,0.293,1.82200084829717e-61,"3","SH3BP5"
1.09735064001865e-65,0.844978503716457,0.834,0.577,2.2716255599026e-61,"3","H2AFY"
1.32854319776678e-65,0.934930075100406,0.735,0.465,2.750217273697e-61,"3","ACTR3"
2.61300638354598e-65,0.537406983415942,0.599,0.26,5.40918451457852e-61,"3","MAF"
3.28428775639828e-65,1.25893359215286,0.494,0.219,6.79880408452007e-61,"3","RAP2B"
1.75643644348893e-63,0.56402517617402,1,0.762,3.63599908166643e-59,"3","GLUL"
2.42463617994975e-63,2.17515467764807,0.652,0.411,5.01923935611397e-59,"3","MT1G"
3.77892167360139e-63,0.534148303499961,0.889,0.65,7.82274575652223e-59,"3","NAMPT"
9.03575378157336e-63,0.507553461900573,0.998,0.851,1.8704913903235e-58,"3","SRGN"
1.37748148789033e-62,1.17913883598935,0.313,0.089,2.85152442808177e-58,"3","CLIC2"
1.87002479651655e-62,0.838628449844552,0.534,0.225,3.87113833126891e-58,"3","PFKFB3"
1.95312049910021e-62,0.778846526615897,0.873,0.647,4.04315474518734e-58,"3","TPM3"
2.19363759594231e-62,1.01192944316679,0.336,0.101,4.54104918736018e-58,"3","PLEKHA2"
1.58832673275518e-61,1.87611212005915,0.283,0.083,3.28799516947649e-57,"3","ADAM9"
1.77371567556468e-61,0.59034207976703,0.666,0.363,3.67176881998644e-57,"3","CARD16"
4.47531999846506e-61,1.54085322041017,0.506,0.257,9.26435992882252e-57,"3","STX7"
4.5612570647743e-61,0.750734955419498,0.652,0.346,9.44225824978927e-57,"3","OSTF1"
4.58078204928247e-61,0.302446932620224,0.584,0.243,9.48267692021964e-57,"3","DOK2"
8.05242192578032e-61,0.834170196575207,0.762,0.506,1.66693186285578e-56,"3","PPP1R15A"
1.10425261999706e-60,0.738120134402561,0.765,0.505,2.28591334865591e-56,"3","ARL6IP5"
2.18746728603276e-60,1.17864523737552,0.263,0.069,4.52827602881641e-56,"3","CD28"
2.86701706080192e-60,1.5810740256476,0.299,0.091,5.93501201756606e-56,"3","APH1B"
5.09990864127779e-60,0.597217803792979,0.975,0.748,1.05573208783091e-55,"3","RAC1"
1.38873824986282e-59,1.37862181459567,0.271,0.074,2.87482705104103e-55,"3","GLIPR2"
3.43226281718338e-59,0.449672524978389,0.512,0.194,7.10512725785131e-55,"3","ZEB2"
3.8664511466635e-59,0.844785888611998,0.365,0.118,8.00394051870811e-55,"3","PTPRE"
7.21055476415486e-59,1.32499271778566,0.618,0.396,1.4926569417277e-54,"3","DRAM2"
1.5115808174031e-58,1.08359623515933,0.604,0.344,3.12912345010616e-54,"3","CD302"
1.88181713861256e-58,0.580264153293703,0.873,0.641,3.89554965864185e-54,"3","CD59"
2.76892771094788e-58,1.07096352779077,0.41,0.158,5.73195725443321e-54,"3","CLN8"
2.77400282361014e-58,0.582083172456628,0.576,0.246,5.74246324515535e-54,"3","GPSM3"
2.78356391963532e-58,0.428636786328852,0.924,0.62,5.76225567003707e-54,"3","ARHGDIB"
2.93171936181312e-58,1.83549218016747,0.503,0.275,6.06895225088934e-54,"3","TFRC"
3.2518178149367e-58,1.69592816487976,0.536,0.317,6.73158805870045e-54,"3","RASSF4"
4.75742852918301e-58,1.26812536962308,0.255,0.067,9.84835279826176e-54,"3","FGR"
5.262329171168e-58,1.15218572710431,0.283,0.08,1.08935476172349e-53,"3","AOAH"
9.92830021394651e-58,0.743867782755712,0.923,0.584,2.05525742728907e-53,"3","TMEM176B"
1.59123125770124e-57,0.824517908732712,0.41,0.149,3.29400782656735e-53,"3","GIMAP4"
2.01517335220378e-57,1.31071372725437,0.259,0.069,4.17161035639705e-53,"3","ABCG1"
4.39244416220444e-57,0.510175675524294,0.935,0.747,9.09279866017941e-53,"3","HERPUD1"
4.40660075116923e-57,1.20223155737313,0.381,0.144,9.12210421499542e-53,"3","FRMD4B"
7.20798092215746e-57,0.989199050177822,0.319,0.098,1.49212413069582e-52,"3","CD93"
1.1776124899887e-56,1.78599812609195,0.277,0.084,2.43777561552561e-52,"3","FCHO2"
