"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.0828926865434e-47,1.79484367688968,0.896,0.761,1.46622961504135e-42,"11","HERPUD1"
5.40629579900055e-46,1.19493384902281,1,0.999,1.1191572933511e-41,"11","RPL21"
1.34521011318013e-45,8.91072178926353,0.368,0.084,2.78471945529419e-41,"11","IGHG4"
4.48881805035447e-45,8.25460235515769,0.407,0.103,9.2923022460388e-41,"11","IGLC3"
9.68572581079621e-44,1.024885965174,1,1,2.00504210009292e-39,"11","RPL13A"
3.84571447428501e-43,1.10023208710271,1,0.985,7.96101353321741e-39,"11","RPL17"
1.80448012723362e-42,0.932756791553746,1,1,3.73545431138631e-38,"11","RPL34"
4.55439389386051e-41,0.87037056778641,1,1,9.42805079968063e-37,"11","RPL41"
6.96608981979074e-40,1.28500167514793,0.984,0.912,1.44205025359488e-35,"11","NBEAL1"
7.19071646424746e-40,0.92282276438061,1,0.999,1.48855021526387e-35,"11","RPS15A"
2.40234233017139e-38,1.0377310406682,1,0.999,4.97308885768779e-34,"11","RPS29"
3.30922828097097e-38,1.32787069137644,0.934,0.812,6.85043346443801e-34,"11","AC090498.1"
1.81243823613221e-37,0.979759882844788,0.995,1,3.7519283926173e-33,"11","RPLP2"
2.58571005943615e-37,7.01007944151271,0.39,0.106,5.35267839403878e-33,"11","IGHA1"
1.10390320874519e-36,0.946268860876046,0.995,0.997,2.28519003242341e-32,"11","RPL26"
1.77763280266396e-36,0.679165641261562,1,0.996,3.67987766479467e-32,"11","RPL3"
3.80081395204823e-36,1.17135921324736,0.962,0.727,7.86806496213505e-32,"11","CXCR4"
3.95371427898135e-36,0.696172843382881,1,1,8.18458392891929e-32,"11","RPL10"
5.69833661868225e-36,0.796652483729053,1,1,1.17961266343341e-31,"11","MALAT1"
3.41915931758663e-35,0.914422746926947,1,0.996,7.07800170333608e-31,"11","RPS8"
9.65805904096147e-35,0.96860742289065,0.995,0.9,1.99931480206943e-30,"11","BTG1"
6.01890612616231e-34,0.814124749164869,1,1,1.24597375717686e-29,"11","RPS6"
7.81837024619366e-34,0.813442368059422,1,0.998,1.61848082466455e-29,"11","RPS27A"
4.39889963445751e-33,0.824740511487291,1,0.997,9.10616213329049e-29,"11","RPL27A"
4.40241618068359e-33,0.79773824394199,0.995,0.988,9.1134417356331e-29,"11","RPL18"
6.67514324599302e-33,0.750540082027149,1,1,1.38182140335301e-28,"11","RPL39"
1.31931715720888e-32,1.88050906028847,0.775,0.545,2.7311184471381e-28,"11","EZR"
1.42685253280767e-32,1.75769801544102,0.824,0.552,2.95372742816515e-28,"11","LAPTM5"
3.92037596019789e-32,0.76586795420921,1,1,8.11557027520566e-28,"11","RPS28"
5.3530348503466e-32,0.736865661352884,1,1,1.10813174437025e-27,"11","RPL13"
9.70937194772715e-31,1.39946926118655,0.742,0.417,2.009937086899e-26,"11","HLA-DQA1"
1.21256364297619e-30,0.684288653998668,1,1,2.51012799732501e-26,"11","RPL32"
1.34465245242575e-30,0.879242329125884,1,0.996,2.78356504176655e-26,"11","RPS25"
1.3696459422742e-29,0.756190309814689,1,0.998,2.83530406510182e-25,"11","RPL11"
1.88375394013195e-29,0.727498780333312,1,0.999,3.89955903146716e-25,"11","RPS15"
3.99955358526515e-29,0.98384518390607,0.989,0.976,8.27947587685739e-25,"11","RPS11"
6.17124131019011e-29,0.832295530406608,0.984,0.981,1.27750866362246e-24,"11","RPS5"
2.73223006265193e-28,0.579739690898843,1,1,5.65598945269575e-24,"11","RPLP1"
2.87704707407732e-28,1.9619994006011,0.451,0.16,5.95577514804747e-24,"11","RHOH"
4.88340837617896e-28,0.640526436818503,1,1,1.01091436795281e-23,"11","RPS18"
1.48391787928859e-27,1.62662176641261,0.588,0.273,3.07185840191531e-23,"11","HLA-DQA2"
9.63224295760865e-27,0.680647618898475,1,1,1.99397061465457e-22,"11","RPS19"
1.36605361784675e-26,0.665038828691756,1,0.998,2.82786759430455e-22,"11","RPL36"
6.22790456469633e-26,0.692511290482334,1,0.999,1.28923852393779e-21,"11","RPS12"
8.19739488973592e-26,0.767316375823208,0.995,0.975,1.69694271612423e-21,"11","CD74"
1.25508867404097e-25,0.931835250068363,0.929,0.746,2.59815906413222e-21,"11","CYBA"
6.21721335355789e-25,1.60644904962118,0.714,0.489,1.28702533632002e-20,"11","CD52"
6.43096520107202e-25,0.675914436181989,1,0.999,1.33127410627392e-20,"11","RPL28"
2.72271563603009e-24,0.635737788969313,0.995,0.997,5.63629363814588e-20,"11","RPL18A"
1.12178042876093e-23,2.04961801889952,0.61,0.361,2.322197665578e-19,"11","CD55"
1.8792495051941e-23,0.686899955456308,1,0.993,3.8902344007023e-19,"11","FAU"
2.09464401187675e-23,0.548709344796618,1,1,4.33612256898607e-19,"11","EEF1A1"
3.98460127363872e-23,0.683154957959277,0.989,0.993,8.24852309655951e-19,"11","RPL9"
5.37365410191007e-23,0.89246903767866,0.896,0.794,1.1124001356364e-18,"11","TSC22D3"
6.3282470449484e-23,2.82307976589558,0.324,0.11,1.31001042077477e-18,"11","NFKBID"
8.6138110570585e-23,0.599877585961923,1,0.994,1.78314502692168e-18,"11","RPS4X"
1.9141938907572e-22,0.689523488117468,0.967,0.918,3.96257277325649e-18,"11","HLA-DRA"
5.77926681443585e-22,0.648605469479294,1,0.996,1.19636602325637e-17,"11","RPS3"
1.21744542500726e-21,0.721130216836238,0.984,0.996,2.52023377430754e-17,"11","RPL31"
1.72468808521551e-21,0.607363002232598,1,0.997,3.57027680520464e-17,"11","RPL12"
4.22356271068907e-21,0.978326256168755,0.885,0.861,8.74319716739744e-17,"11","EEF1B2"
2.13976933583864e-20,0.752583021529495,0.989,0.976,4.42953650211957e-16,"11","RPS21"
3.27864340109804e-20,1.62331813015672,0.484,0.228,6.78711970461306e-16,"11","ARID5B"
3.53484988728138e-20,1.29101334024362,0.72,0.499,7.31749275166118e-16,"11","ISG20"
8.41284301807735e-20,1.61329975943021,0.632,0.417,1.74154263317219e-15,"11","STK4"
9.8722910200329e-20,1.69083473891355,0.451,0.206,2.04366296405701e-15,"11","LTB"
1.38834292254382e-19,1.43517696973212,0.698,0.526,2.87400868395796e-15,"11","BIRC3"
3.41686666818387e-19,0.555608145551608,1,0.992,7.07325568980743e-15,"11","RPL23A"
3.68350843952575e-19,2.31665082684414,0.522,0.311,7.62523082066226e-15,"11","ANKRD37"
4.09727021987823e-19,0.698699047051138,0.929,0.787,8.48175908216993e-15,"11","JUNB"
1.30865101621961e-18,1.34896132188354,0.769,0.7,2.70903846867622e-14,"11","EEF1G"
1.38412843102951e-18,1.87549562834864,0.297,0.1,2.86528426507418e-14,"11","TAGAP"
1.44551299790091e-18,0.930895595787112,0.824,0.695,2.99235645695468e-14,"11","HSPH1"
5.05725244991055e-18,1.53129882806186,0.654,0.458,1.04690182965598e-13,"11","REL"
5.91242541761345e-18,0.655219675006385,0.995,0.981,1.22393118570016e-13,"11","RPL10A"
1.1061760497788e-17,2.08800065269679,0.363,0.152,2.28989504064709e-13,"11","MEF2C"
1.81316276423727e-17,0.753099484305594,0.978,0.988,3.75342823824758e-13,"11","HSP90AA1"
2.03835751048989e-17,0.726396078952289,0.94,0.947,4.21960388246512e-13,"11","RPS10"
3.54476640452027e-17,0.748833985574993,0.929,0.935,7.33802093399741e-13,"11","OAZ1"
4.58774502101363e-17,1.14811368423857,0.753,0.657,9.49709096800031e-13,"11","HLA-DQB1"
1.43855395550765e-16,1.04384305219745,0.566,0.3,2.9779505432964e-12,"11","CRIP1"
2.60912181340065e-16,2.17688247032788,0.401,0.198,5.40114306592069e-12,"11","TMEM243"
3.4412603600828e-15,0.471615398869533,1,0.993,7.12375307140741e-11,"11","RPS16"
4.02084425779887e-15,0.514681233798242,0.995,0.996,8.32354969806944e-11,"11","RPS9"
4.45148184079056e-15,1.22907021917108,0.687,0.551,9.21501255862054e-11,"11","YPEL5"
9.3827004914372e-15,0.434639678731668,1,0.997,1.94231282873241e-10,"11","RPL35"
1.52099417084044e-14,0.635497738574025,0.874,0.835,3.1486100330568e-10,"11","HLA-DRB1"
1.52513281272301e-14,0.529891833616518,0.984,0.993,3.1571774356179e-10,"11","RPS13"
1.68049844775925e-14,1.09295329294034,0.753,0.745,3.47879983670642e-10,"11","GLTSCR2"
1.9844795616807e-14,1.63438944754457,0.379,0.179,4.10807114063522e-10,"11","CD48"
5.31989431218783e-14,0.565816422104416,0.978,0.947,1.101271321566e-09,"11","RPL4"
6.07323259396384e-14,1.49915457078133,0.445,0.237,1.25721987927645e-09,"11","CD69"
7.99025125714014e-14,1.24223505304452,0.791,0.885,1.65406191274058e-09,"11","SSR4"
3.99044307524642e-13,0.480047853305532,0.995,0.992,8.26061621006761e-09,"11","RPS17"
4.91311705681692e-13,1.53944382657159,0.577,0.416,1.01706436193167e-08,"11","EMP3"
6.54535786756509e-13,0.683650887131118,0.929,0.944,1.35495453216465e-08,"11","RPSA"
1.18135773550161e-12,0.755896142833253,0.907,0.909,2.44552864826188e-08,"11","EEF2"
1.67521719441774e-12,0.586321418364306,0.951,0.96,3.46786711416417e-08,"11","PFDN5"
5.04361864547457e-12,1.48312751768568,0.385,0.2,1.04407949579969e-07,"11","PMAIP1"
7.31886525994171e-12,0.472989517680607,0.984,0.977,1.51507829746053e-07,"11","RPL6"
2.7492324863657e-11,0.392919921616429,1,0.998,5.69118617002564e-07,"11","RPS2"
2.9137028130638e-11,0.3641787952129,1,0.997,6.03165619332337e-07,"11","RPL35A"
3.50449497572105e-11,1.32967425611772,0.687,0.676,7.25465504924014e-07,"11","DNAJB6"
3.87443343038325e-11,1.2491600020968,0.352,0.173,8.02046464423636e-07,"11","AC016831.7"
8.77673696614822e-11,1.68701099671382,0.264,0.113,1.81687231936234e-06,"11","RP5-1171I10.5"
1.01161152723938e-10,0.47461887234509,0.984,0.982,2.09413702253825e-06,"11","RPS7"
1.49074109033093e-10,0.932422675269285,0.566,0.409,3.08598313109405e-06,"11","RP11-138A9.1"
3.56314929186774e-10,0.424542081986139,1,0.994,7.37607534909541e-06,"11","RPS20"
3.6503807169168e-10,1.81900713203956,0.335,0.181,7.55665312208946e-06,"11","BCL2A1"
6.37349345773104e-10,0.816710494189409,0.934,0.94,1.3193768806849e-05,"11","HSPE1"
1.33358998392836e-09,2.26641566526839,0.269,0.133,2.76066462573009e-05,"11","PHACTR1"
1.53435306894008e-09,1.20875121557386,0.412,0.245,3.17626428801287e-05,"11","EVI2B"
1.76658174716862e-09,0.296450526818923,1,0.998,3.65700087481376e-05,"11","RPL37A"
1.80557713019698e-09,0.494014663244903,0.984,0.979,3.73772521722077e-05,"11","RPS3A"
1.93080083123788e-09,0.422067932389949,0.764,0.721,3.99695080074554e-05,"11","ZFP36L2"
2.41130465851225e-09,1.11048641717712,0.462,0.302,4.9916417735862e-05,"11","CORO1A"
3.34029864360487e-09,0.886648179977441,0.615,0.474,6.91475222212644e-05,"11","FXYD5"
4.21955662879288e-09,1.23574652580615,0.533,0.424,8.73490417726415e-05,"11","KMT2E"
5.06210302837152e-09,0.378383718839869,0.989,0.995,0.000104790594790319,"11","RPL37"
6.00426387806586e-09,0.413446167806561,0.973,0.967,0.000124294266539841,"11","RPL5"
6.92885054978376e-09,0.363677875667155,0.104,0.348,0.000143434135231074,"11","C5orf15"
9.47030273536919e-09,0.267630731998105,0.115,0.364,0.000196044736924878,"11","NIFK"
2.00140560645112e-08,0.92256311845945,0.516,0.372,0.000414310974591446,"11","GPR183"
2.31680817364612e-08,1.98617519533708,0.264,0.138,0.000479602460026483,"11","PRDM2"
2.49999732514829e-08,1.51389625491521,0.297,0.158,0.000517524446278947,"11","LINC01116"
2.61565845059802e-08,1.37275486772826,0.302,0.161,0.000541467455858296,"11","FMNL1"
2.79735478786327e-08,0.364515425900903,0.066,0.27,0.000579080414635575,"11","PPIH"
3.00300885880608e-08,0.566062047163042,0.764,0.712,0.000621652863861447,"11","CREM"
4.79962609489633e-08,1.71774526945035,0.302,0.174,0.000993570597904489,"11","LIMD2"
5.26424481807358e-08,0.312034928466792,0.088,0.301,0.00108975131978941,"11","ADK"
6.20315753198199e-08,3.03908915326433,0.28,0.167,0.00128411564069559,"11","IFT57"
7.49890164926789e-08,0.255614885776005,0.137,0.383,0.00155234763041495,"11","CCDC59"
7.88260956621671e-08,0.886418261996245,0.467,0.316,0.00163177900630252,"11","NR4A2"
1.14855857725633e-07,0.332123308587257,0.132,0.371,0.00237763111077833,"11","PRELID3B"
1.27244340499309e-07,0.48471856628712,0.082,0.283,0.00263408509267619,"11","SMARCC1"
1.92286682874636e-07,2.44783036511379,0.264,0.152,0.00398052662218784,"11","IRF8"
1.92586331290606e-07,0.26289132674933,0.148,0.391,0.00398672964404684,"11","TGOLN2"
2.09058250406188e-07,0.487233041326397,0.857,0.878,0.0043277148416585,"11","SLC25A6"
2.21041501047582e-07,0.452169739796167,0.093,0.298,0.004575780113186,"11","HPS1"
2.40865398586558e-07,0.31329103240427,0.154,0.407,0.00498615461614034,"11","HNRNPH2"
2.45811880226525e-07,0.292534639545175,0.137,0.363,0.0050885517325693,"11","C11orf73"
3.11827018934001e-07,0.293033413007833,0.071,0.258,0.00645513111895276,"11","CORO1C"
3.44832633734037e-07,0.252271434046861,0.137,0.367,0.0071383803509283,"11","TSG101"
3.68027003234583e-07,0.76550982167098,0.214,0.482,0.0076185269939591,"11","ZFAND2A"
3.74028705270521e-07,0.289466368744496,0.077,0.264,0.00774276822780505,"11","NFYC"
3.89445496701146e-07,0.38997542458348,0.082,0.274,0.00806191122721042,"11","FUBP1"
3.90470636397899e-07,0.255142685724628,0.143,0.373,0.00808313264407291,"11","USP16"
4.17405089635603e-07,0.328263703993108,0.126,0.347,0.00864070276054661,"11","SZRD1"
5.33245560915207e-07,0.269521020725989,0.104,0.308,0.0110387163565057,"11","PRPF38A"
5.42851017498031e-07,0.31350282607923,0.121,0.335,0.0112375589132267,"11","UBQLN1"
5.57673740336915e-07,1.68343009453556,0.313,0.19,0.0115444040987145,"11","PLP2"
6.34666028044579e-07,0.439415438362093,0.071,0.251,0.0131382214465508,"11","WIPF2"
7.37240627034338e-07,0.344040222969558,0.11,0.314,0.0152616182202378,"11","WBP11"
9.38984028284572e-07,0.263849978401071,0.099,0.293,0.0194379083695189,"11","LONP2"
9.59599512085373e-07,1.53908923931901,0.374,0.264,0.0198646694996793,"11","CD83"
9.98620700250276e-07,0.355963913649957,0.077,0.255,0.020672447115881,"11","RHOT2"
1.01861711453255e-06,0.403851314898428,0.989,0.986,0.0210863928879382,"11","RPL36A"
1.04454032116571e-06,0.388854541486665,0.088,0.276,0.0216230291884514,"11","SNRNP40"
1.07984203694196e-06,0.370562920814667,0.132,0.347,0.0223538100067355,"11","CHMP2B"
1.10301197998706e-06,0.429627647318452,0.104,0.301,0.022833450997712,"11","OARD1"
1.10884387310839e-06,0.323090521798474,0.137,0.361,0.0229541770172168,"11","SSSCA1"
1.25680658083848e-06,0.417720700728603,0.077,0.255,0.0260171530299374,"11","BAZ1B"
1.30444069216928e-06,0.348648491418426,0.11,0.304,0.0270032267685962,"11","RPP21"
1.30700193516534e-06,0.335125449011291,0.143,0.362,0.0270562470598578,"11","CIR1"
1.33609986520699e-06,0.286301686790057,0.093,0.28,0.0276586033096499,"11","PPIL3"
1.36291905841429e-06,0.315275960001314,0.104,0.299,0.0282137874282342,"11","RP11-345J4.5"
1.45704052969043e-06,0.260397567283201,0.209,0.462,0.0301621960051215,"11","CLNS1A"
1.52363903855263e-06,0.306450203184028,1,0.996,0.031540851737078,"11","RPS23"
1.63275746834468e-06,0.286498812404277,0.154,0.378,0.0337997123522032,"11","CNPY3"
1.8298582631966e-06,0.283973360976343,0.159,0.378,0.0378798959064329,"11","MED28"
1.83302286740077e-06,0.320864427240082,0.104,0.295,0.0379454063780633,"11","PLEKHJ1"
2.15239446469691e-06,0.730013222417708,0.088,0.27,0.0445567178136908,"11","RRP15"
2.27821272672442e-06,0.498896576153889,0.082,0.257,0.0471612816559222,"11","INSIG2"
2.95252818433554e-06,0.494580133584783,0.088,0.266,0.0611202859439299,"11","ZNF22"
3.06735558164562e-06,0.25009469624767,0.126,0.322,0.0634973278956461,"11","ACO2"
3.92075843584762e-06,0.430523587565128,0.121,0.317,0.0811636203804815,"11","LARP7"
4.42738311647174e-06,0.272076900178356,0.214,0.474,0.0916512578940815,"11","RPA3"
4.97397098434771e-06,0.262718641654678,0.192,0.428,0.102966173346982,"11","NAA50"
4.98095522759861e-06,0.273899868537417,0.198,0.43,0.103110754166519,"11","CHMP4A"
5.19266616376813e-06,0.614213822884218,0.099,0.276,0.107493382256164,"11","CHRAC1"
5.27828290117397e-06,0.58596517161705,0.104,0.285,0.109265734337202,"11","PPID"
5.37545953299803e-06,0.507952459109515,0.115,0.309,0.111277387792592,"11","CD24"
5.43753926163337e-06,0.292949941232542,0.203,0.445,0.112562500255072,"11","GNL3"
5.49056884019451e-06,0.46862306895113,0.104,0.286,0.113660265560867,"11","SHMT2"
5.78412394067464e-06,0.281536240329166,0.247,0.53,0.119737149695906,"11","DNAJC8"
5.85136055303811e-06,0.307755441015181,0.088,0.254,0.121129014808442,"11","UBE3A"
6.07318127843099e-06,0.605016268627135,0.115,0.306,0.1257209256448,"11","PARP14"
6.54836724525098e-06,0.433452628908122,0.115,0.302,0.135557750343941,"11","ATF6B"
6.88690808195835e-06,0.345021009505045,0.17,0.386,0.14256588420462,"11","DGUOK"
6.9138347650281e-06,0.343959780333672,0.11,0.291,0.143123293470847,"11","HSD17B12"
7.01305600818257e-06,0.460138012071379,0.126,0.322,0.145177272425387,"11","UBA2"
7.42581261249886e-06,0.254227006956787,0.203,0.433,0.153721746891339,"11","RNASEH2C"
7.77960057834776e-06,1.09355364438533,0.33,0.212,0.161045511572377,"11","VPS37B"
8.24544288027119e-06,0.496525042483976,0.121,0.311,0.170688913064494,"11","SMARCB1"
8.29281757429614e-06,0.457578114709889,0.121,0.304,0.171669616605504,"11","SCNM1"
8.84375265913117e-06,0.41776220995915,0.115,0.301,0.183074523796674,"11","LACTB"
1.03422211028319e-05,0.695408257139751,0.648,0.722,0.214094319049724,"11","CIRBP"
1.10674168760254e-05,0.304713528919113,0.099,0.268,0.229106596750602,"11","SETD5"
1.13507492731357e-05,0.285887377837453,0.121,0.304,0.234971860703181,"11","SPTAN1"
1.25350767278019e-05,0.476769007434392,0.137,0.329,0.259488623342228,"11","TMUB1"
1.26472673643295e-05,0.601427579074782,0.165,0.383,0.261811081708985,"11","C7orf50"
1.35600827712256e-05,0.284147342280981,0.154,0.351,0.280707273447142,"11","BAG1"
1.40025948293724e-05,0.452730054075189,0.093,0.258,0.289867715562838,"11","BROX"
1.53412238275218e-05,0.665184662805672,0.137,0.328,0.317578674453529,"11","SLC39A3"
1.70072334880751e-05,0.507963004845665,0.093,0.254,0.352066740436643,"11","PHF3"
1.75328569332522e-05,0.377082045550728,0.093,0.254,0.362947671375254,"11","AMFR"
1.75815966517722e-05,0.371842176929254,0.132,0.316,0.363956632288336,"11","MAGT1"
1.81416401920082e-05,0.800209320703835,0.396,0.273,0.375550093614762,"11","CYTIP"
1.82291730499375e-05,1.03287700613901,0.473,0.39,0.377362111306757,"11","ELF1"
1.83253982605536e-05,0.404119737842829,0.115,0.289,0.37935406939172,"11","ADSS"
1.87459965528467e-05,0.311522567023088,0.181,0.396,0.388060874640479,"11","ARPC5L"
1.88346722153204e-05,0.455165216762856,0.104,0.272,0.389896549529348,"11","LINC00969"
1.8869105919238e-05,0.427410920291861,0.121,0.298,0.390609361634145,"11","COPB1"
1.95939128508086e-05,1.15198898650808,0.291,0.181,0.405613589924589,"11","CLEC2D"
2.05251193841021e-05,0.2711382841052,0.791,0.795,0.424890496370298,"11","SARAF"
2.07912881356321e-05,0.500374782986272,0.093,0.255,0.43040045569572,"11","RREB1"
2.12093722055943e-05,0.376446439847797,0.159,0.364,0.439055214028008,"11","CDC26"
2.28325170072237e-05,0.286599638344436,0.187,0.4,0.472655934566538,"11","YY1"
2.46047881056863e-05,0.255461992853866,0.154,0.343,0.509343718575812,"11","DNTTIP2"
2.46341411734301e-05,0.372522465482524,0.176,0.386,0.509951356431177,"11","NCBP2"
2.48257699824475e-05,1.30478290327871,0.544,0.582,0.513918264406645,"11","DDX21"
2.88741954855945e-05,0.46290522487266,0.11,0.275,0.597724720747293,"11","RSBN1L"
2.92253337587145e-05,0.467276027643071,0.819,0.89,0.604993634139149,"11","DDX5"
3.08680927938702e-05,0.670093583560048,0.148,0.34,0.639000388925907,"11","TRAF4"
3.13634818930216e-05,0.252398442863975,0.104,0.262,0.64925543866744,"11","USF2"
3.16557602916033e-05,0.287001267425004,0.989,0.997,0.655305893796481,"11","PTMA"
3.29149950207654e-05,0.371091334714486,0.115,0.283,0.681373311924864,"11","TARDBP"
3.44000108326745e-05,0.929154430606885,0.352,0.236,0.712114624247195,"11","SERPINB9"
3.60725215703073e-05,0.53807004856752,0.159,0.356,0.746737269026931,"11","RIPK2"
3.68935876713547e-05,0.689671610201283,0.137,0.322,0.763734158384714,"11","THOC2"
3.73467609766366e-05,0.409273625064591,0.148,0.337,0.773115298977353,"11","CPNE1"
3.87159657567032e-05,0.318149491596417,0.165,0.36,0.801459207129513,"11","OAT"
3.98660896973829e-05,0.316723106699611,0.148,0.329,0.825267922825524,"11","ARL8B"
3.99566681465013e-05,0.284600461470181,0.121,0.287,0.827142987300723,"11","YPEL3"
4.07900136934276e-05,0.344700365196696,0.967,0.957,0.844394073467646,"11","RPLP0"
4.120916080298e-05,0.292565184185218,0.159,0.346,0.85307083778249,"11","TMEM165"
4.17209859135422e-05,0.368567178148301,0.203,0.43,0.863666129396237,"11","THUMPD3-AS1"
4.21864561105542e-05,1.028083419104,0.093,0.25,0.873301827944581,"11","TMEM38B"
4.39126386353586e-05,0.978959006510283,0.379,0.277,0.909035532390557,"11","IL2RG"
4.49829747057769e-05,0.404483601140432,0.115,0.279,0.931192559384288,"11","GORASP2"
4.68095264020723e-05,0.86358171413557,0.132,0.31,0.969004006049298,"11","PWP1"
4.87094840373415e-05,0.343120434881929,0.104,0.258,1,"11","LSM1"
5.06572436933211e-05,0.457096187768119,0.115,0.278,1,"11","KIAA1033"
5.14294746235593e-05,0.349540755219342,0.126,0.295,1,"11","CLINT1"
5.16946016672498e-05,0.533776952804075,0.176,0.383,1,"11","SEPT9"
5.19419451850317e-05,0.302936242479958,0.132,0.304,1,"11","DBNL"
5.54640216555782e-05,0.33128045599997,0.126,0.291,1,"11","GTF2B"
5.75140149459394e-05,0.537620058090024,0.181,0.387,1,"11","MTPN"
5.98732546693637e-05,0.622019396250865,0.137,0.312,1,"11","CBWD1"
6.01923694243627e-05,0.718908705771227,0.121,0.289,1,"11","CWC25"
7.03110390138199e-05,0.373117504912667,0.198,0.406,1,"11","TOMM5"
7.11334396967957e-05,0.397840391659665,0.148,0.328,1,"11","CEBPZ"
7.24771145415739e-05,0.552894096108845,0.214,0.437,1,"11","PSMC6"
7.25457251321871e-05,0.740007963332069,0.181,0.386,1,"11","ZCCHC10"
7.45158892845048e-05,1.10060240137631,0.396,0.305,1,"11","BTG2"
7.56818100287512e-05,0.397607563602259,0.187,0.395,1,"11","MARCH6"
7.674056684315e-05,1.0370526624105,0.495,0.459,1,"11","CDC42SE2"
7.99972405474194e-05,0.929471074587853,0.231,0.439,1,"11","HSPA6"
8.26773389624553e-05,0.642656210910583,0.11,0.266,1,"11","CDS2"
9.48344710868071e-05,0.964620031558885,0.11,0.267,1,"11","TMUB2"
9.52823068604714e-05,0.44621165715367,0.132,0.298,1,"11","AIDA"
9.85315070680597e-05,0.47150495850929,0.214,0.433,1,"11","LUC7L3"
0.00010180922046527,0.252644255755434,0.302,0.57,1,"11","UFC1"
0.000102070522121885,0.393251064051332,0.115,0.27,1,"11","GDI1"
0.000110019862087228,0.602547763160977,0.115,0.274,1,"11","CCDC174"
0.000112973615434963,0.713214203926804,0.137,0.311,1,"11","PDCD6IP"
0.000113454547812214,0.655999746092167,0.143,0.319,1,"11","PAFAH1B2"
0.000115165588843077,0.503040748730187,0.187,0.398,1,"11","PARP1"
0.000120384971207794,0.561903166726887,0.159,0.343,1,"11","TLE1"
0.000128411576389836,0.544612819140808,0.11,0.26,1,"11","PCMTD1"
0.000147684444447188,0.278291087390562,0.187,0.377,1,"11","EMD"
0.000150542667390381,0.481908383573218,0.159,0.335,1,"11","TMED4"
0.000167790238742753,0.548308573954611,0.192,0.397,1,"11","PRMT1"
0.000173479738215063,0.462393557730577,0.126,0.285,1,"11","STX7"
0.000173692750005547,0.515018198568899,0.137,0.301,1,"11","ZBTB20"
0.00017697591245059,0.599289165060817,0.198,0.409,1,"11","GRB2"
0.000179345636846242,0.383437704884214,0.22,0.428,1,"11","NASP"
0.000180708752913561,0.711476530371614,0.154,0.332,1,"11","SUGT1"
0.00018473905170821,1.18742519183286,0.352,0.267,1,"11","STK17A"
0.000187324349746832,1.0798025584533,0.495,0.534,1,"11","SYNGR2"
0.000193538715576924,1.44308816890154,0.505,0.526,1,"11","FKBP4"
0.00019568227324174,0.710531242168967,0.115,0.267,1,"11","HDAC1"
0.00020542820582006,0.26615518027818,0.115,0.259,1,"11","PPP1R15B"
0.000205439210008655,0.793376757692258,0.143,0.31,1,"11","CHD4"
0.000246820764333955,0.389365870226685,0.143,0.303,1,"11","GOLT1B"
0.000248721323618468,0.300393147307277,0.17,0.34,1,"11","DNAJC3"
0.000260075335636713,0.50455875771986,0.209,0.416,1,"11","CTSH"
0.000268413006667714,0.326501362954679,0.203,0.398,1,"11","CCDC12"
0.000269021186281011,0.400191399872727,0.132,0.284,1,"11","RRAGC"
0.00028884156357885,0.521285329926086,0.242,0.471,1,"11","ATP6V0D1"
0.000307030698455494,0.309597385016038,0.22,0.415,1,"11","CDK2AP2"
0.0003118163984338,1.11276828364466,0.412,0.354,1,"11","FNBP1"
0.000324930194329048,1.67690473659985,0.286,0.212,1,"11","RP1-313I6.12"
0.00033144822765546,0.768097990669209,0.143,0.301,1,"11","CREBRF"
0.000335243782255504,0.475396826472459,0.247,0.479,1,"11","SNX2"
0.000357968361838117,0.499788531333454,0.115,0.253,1,"11","DEDD2"
0.000363606455259327,1.49319290027966,0.407,0.36,1,"11","TANK"
0.000374005546838893,0.373131083825478,0.126,0.269,1,"11","HMCES"
0.000380248013729993,0.572874831290292,0.22,0.425,1,"11","NANS"
0.000381205135146062,0.400993058002613,0.956,0.966,1,"11","RPL7A"
0.000404551580656859,0.262813467242329,0.154,0.309,1,"11","PLEKHB2"
0.000429226928406082,0.399076291446152,0.132,0.275,1,"11","SRP54"
0.000431052178910055,0.393567263867898,0.258,0.481,1,"11","SAR1A"
0.000470591915079765,0.315481252731742,0.126,0.266,1,"11","COQ10B"
0.000485220559173568,0.32523868963192,0.214,0.397,1,"11","DHRS7"
0.000501566073433774,0.341864480618133,0.148,0.297,1,"11","LTA4H"
0.000542059638607966,0.975279442623469,0.297,0.208,1,"11","PDE4B"
0.000561718974547057,0.520350377759642,0.132,0.278,1,"11","PAF1"
0.000580272736473273,0.354423942818123,0.852,0.892,1,"11","HSPD1"
0.000604579287634113,0.332119373534365,0.231,0.434,1,"11","GGNBP2"
0.000615569702703407,0.652197164729994,0.148,0.305,1,"11","KRR1"
0.000623977584450202,0.8144169908409,0.159,0.326,1,"11","TROVE2"
0.000638636778917721,0.542485296123102,0.143,0.286,1,"11","CNOT2"
0.000661706725912517,0.503495168989508,0.176,0.342,1,"11","YIPF4"
0.000682700243204723,0.312169438159048,0.978,0.973,1,"11","GNB2L1"
0.00068964809366274,0.441389079794209,0.687,0.781,1,"11","SELK"
0.000702029292138507,0.633352955418381,0.236,0.449,1,"11","FOXP1"
